,시가,고가,저가,종가,등락률,기관,프로그램
137,52100.0,53000.0,51900.0,51900.0,-1.89,-3830158.0,-2476213.0
138,51900.0,53900.0,51600.0,52900.0,2.92,1274576.0,1207752.0
139,52500.0,52800.0,51100.0,51400.0,-1.15,-1560716.0,-621539.0
140,52000.0,52600.0,51800.0,52000.0,-1.7,3638.0,-1587978.0
141,52600.0,52900.0,51600.0,52900.0,1.15,-517686.0,-961798.0
142,52200.0,52300.0,51600.0,52300.0,0.19,-409485.0,720604.0
143,52100.0,52900.0,51300.0,52200.0,0.19,-151661.0,604355.0
144,51200.0,52100.0,50600.0,52100.0,4.41,3110321.0,-1187140.0
145,51400.0,52000.0,49900.0,49900.0,-4.59,-3866544.0,-2263049.0
146,52100.0,52800.0,51500.0,52300.0,-3.68,-1817006.0,-1051883.0
147,54500.0,55100.0,53200.0,54300.0,-1.99,-6695404.0,-5281671.0
148,55100.0,55900.0,54900.0,55400.0,-0.18,1089492.0,-296495.0
149,55800.0,56500.0,54400.0,55500.0,1.09,-2723503.0,-332436.0
150,56400.0,56500.0,54700.0,54900.0,-1.08,-1145041.0,-2991254.0
151,54400.0,55900.0,54000.0,55500.0,1.65,2748553.0,-904097.0
152,55800.0,57000.0,54600.0,54600.0,0.18,1608999.0,1393152.0
153,51800.0,55000.0,51700.0,54500.0,6.03,9562698.0,2813480.0
154,51000.0,51500.0,50800.0,51400.0,0.39,901384.0,-325032.0
155,50800.0,51200.0,50600.0,51200.0,0.99,2097711.0,-248131.0
156,50000.0,50700.0,49700.0,50700.0,0.6,-1892811.0,2354529.0
157,51100.0,51200.0,49900.0,50400.0,1.0,2771160.0,-54913.0
158,48950.0,50000.0,48800.0,49900.0,1.32,124198.0,173870.0
159,48700.0,49450.0,48600.0,49250.0,0.82,1661696.0,-1234367.0
160,48750.0,48900.0,48450.0,48850.0,0.21,223787.0,-1041474.0
161,49600.0,49800.0,48600.0,48750.0,-2.4,-2867180.0,-2567718.0
162,50300.0,50400.0,49850.0,49950.0,-0.1,-2354362.0,744074.0
163,50000.0,50200.0,49800.0,50000.0,-0.6,-135032.0,-1664939.0
164,50100.0,50500.0,49700.0,50300.0,3.07,5221214.0,-912847.0
165,47950.0,49100.0,47600.0,48800.0,1.99,1776147.0,-568070.0
166,48400.0,48450.0,47700.0,47850.0,-0.31,1837854.0,-3143410.0
167,47750.0,48100.0,47650.0,48000.0,-1.13,-1274757.0,246489.0
168,47250.0,48550.0,47200.0,48550.0,1.36,-499195.0,2679696.0
169,48400.0,48500.0,47550.0,47900.0,-1.03,-3274163.0,-1177938.0
170,48900.0,49250.0,48300.0,48400.0,-0.82,-1688512.0,-1460182.0
171,49100.0,49350.0,48800.0,48800.0,0.0,1042243.0,-563217.0
172,49200.0,49300.0,48700.0,48800.0,-0.81,101232.0,-1348658.0
173,49000.0,49200.0,48500.0,49200.0,1.44,999598.0,-2317379.0
174,48900.0,49100.0,48500.0,48500.0,-3.0,-5100257.0,-7037541.0
175,49900.0,50500.0,49600.0,50000.0,-0.2,389165.0,343987.0
176,49850.0,50100.0,49300.0,50100.0,0.5,-918536.0,-474783.0
177,49350.0,50000.0,49100.0,49850.0,1.01,2250026.0,-505129.0
178,49650.0,49750.0,49000.0,49350.0,-1.0,-2717826.0,-2514562.0
179,50200.0,50300.0,49500.0,49850.0,0.0,704438.0,-2204228.0
180,48700.0,50000.0,48350.0,49850.0,1.22,-2563503.0,-1629266.0
181,49400.0,49700.0,48700.0,49250.0,-1.7,-1675809.0,-4969958.0
182,51400.0,51400.0,50000.0,50100.0,-2.53,-3573780.0,-3603570.0
183,50800.0,52000.0,50300.0,51400.0,4.9,2323777.0,2387186.0
184,49350.0,49350.0,48550.0,49000.0,0.0,322641.0,-1353178.0
185,48800.0,49200.0,48300.0,49000.0,1.45,2641367.0,353938.0
186,48650.0,48900.0,48300.0,48300.0,-1.93,-2927673.0,-1304349.0
187,48950.0,49250.0,48650.0,49250.0,0.31,-2431095.0,-1418322.0
188,49750.0,49800.0,48700.0,49100.0,1.03,-1336475.0,-2343035.0
189,49600.0,49750.0,48600.0,48600.0,-2.02,-2911519.0,-1842935.0
190,49650.0,50200.0,49000.0,49600.0,1.85,1106192.0,-1020990.0
191,47500.0,48800.0,47250.0,48700.0,3.62,5980825.0,138385.0
192,47400.0,47600.0,46550.0,47000.0,0.43,-587916.0,-1468100.0
193,46200.0,46850.0,45350.0,46800.0,2.18,1345934.0,-1116491.0
194,47450.0,47900.0,45800.0,45800.0,-4.08,-4655042.0,-5717082.0
195,48000.0,48500.0,47150.0,47750.0,-0.21,-3001427.0,-1548299.0
196,47050.0,48350.0,46550.0,47850.0,-0.93,-18826.0,-984493.0
197,49600.0,49700.0,46850.0,48300.0,1.05,966564.0,-3824407.0
198,49000.0,49300.0,47700.0,47800.0,-1.75,-3707948.0,-2702780.0
199,48950.0,49600.0,47150.0,48650.0,3.62,-1695448.0,-3379421.0
200,43850.0,46950.0,43050.0,46950.0,10.47,3254324.0,1429364.0
201,42600.0,43550.0,42400.0,42500.0,-6.39,-3248991.0,-4904867.0
202,44150.0,45500.0,43550.0,45400.0,5.7,1669124.0,-4275458.0
203,46400.0,46650.0,42300.0,42950.0,-5.81,1612440.0,-3051990.0
204,47750.0,48350.0,45600.0,45600.0,-3.59,-5663938.0,-3842225.0
205,46900.0,49650.0,46700.0,47300.0,-3.27,2488584.0,-7590844.0
206,50100.0,50900.0,48800.0,48900.0,-2.1,-3277723.0,-8173.0
207,47450.0,51600.0,46850.0,49950.0,-1.67,4036953.0,-6252161.0
208,51000.0,51900.0,49300.0,50800.0,-2.5,3490945.0,-2943399.0
209,54300.0,54400.0,52000.0,52100.0,-4.58,-2842894.0,-4599340.0
210,53800.0,54900.0,53700.0,54600.0,0.74,3891630.0,-2342001.0
211,54700.0,55000.0,53600.0,54200.0,-4.07,-148308.0,-4619113.0
212,56500.0,57200.0,56200.0,56500.0,-2.25,-993225.0,-573095.0
213,57600.0,58000.0,56700.0,57800.0,0.7,-851793.0,-284393.0
214,54800.0,57600.0,54600.0,57400.0,3.61,-1047440.0,3530827.0
215,56700.0,56900.0,55100.0,55400.0,0.73,-1698368.0,984587.0
216,54300.0,55500.0,53600.0,55000.0,1.48,2215716.0,-1658516.0
217,55000.0,55500.0,54200.0,54200.0,-3.04,2825029.0,-3444096.0
218,56300.0,56900.0,55500.0,55900.0,-1.06,-110165.0,-634385.0
219,56000.0,57000.0,56000.0,56500.0,-2.42,505796.0,-3897888.0
220,56200.0,58000.0,56200.0,57900.0,1.94,1389642.0,-2259045.0
221,57400.0,58100.0,56800.0,56800.0,-4.05,2612960.0,-2683505.0
222,58800.0,59800.0,58500.0,59200.0,-1.33,-2388943.0,318338.0
223,60700.0,61300.0,59600.0,60000.0,-0.33,-389665.0,-635041.0
224,59800.0,60400.0,59400.0,60200.0,0.67,697276.0,209278.0
225,60800.0,60900.0,59700.0,59800.0,-2.76,-2458387.0,-640623.0
226,61600.0,62000.0,61200.0,61500.0,-0.49,471048.0,-109501.0
227,60900.0,61900.0,60200.0,61800.0,1.81,699682.0,950029.0
228,61200.0,61600.0,60500.0,60700.0,0.33,-1916497.0,1806012.0
229,60300.0,60700.0,59700.0,60500.0,1.0,1516828.0,921792.0
230,59800.0,60700.0,59700.0,59900.0,0.34,1889247.0,-118067.0
231,59200.0,59800.0,59100.0,59700.0,-1.16,-263054.0,402277.0
232,61100.0,61200.0,59700.0,60400.0,-1.15,-2436611.0,-1683357.0
233,60100.0,61100.0,59700.0,61100.0,2.69,2483655.0,1214190.0
234,60000.0,60200.0,58900.0,59500.0,1.02,-4459274.0,929042.0
235,57100.0,59000.0,56800.0,58900.0,2.97,-3797514.0,918872.0
236,55500.0,57400.0,55200.0,57200.0,1.42,1076953.0,690801.0
237,57800.0,58400.0,56400.0,56400.0,-1.4,1648681.0,-1575262.0
238,58800.0,58800.0,56800.0,57200.0,-3.21,-2262500.0,-2642221.0
239,59100.0,59700.0,58800.0,59100.0,0.51,-2537821.0,-1007128.0
240,59400.0,59400.0,58300.0,58800.0,-3.29,1057597.0,-2753882.0
241,61800.0,61800.0,60700.0,60800.0,-2.41,-1906336.0,-1068281.0
242,60500.0,62600.0,60400.0,62300.0,1.47,1649008.0,122947.0
243,62000.0,62400.0,61200.0,61400.0,-1.6,-1255045.0,217876.0
244,62000.0,62800.0,61700.0,62400.0,1.79,222082.0,551708.0
245,61900.0,62000.0,61000.0,61300.0,0.99,-1267549.0,207656.0
246,59100.0,60700.0,59000.0,60700.0,2.88,-676031.0,1790958.0
247,59500.0,59600.0,58900.0,59000.0,-1.67,244147.0,-220772.0
248,60400.0,61000.0,59900.0,60000.0,0.0,-1666086.0,74.0
249,59600.0,60000.0,59100.0,60000.0,0.84,-1512823.0,169313.0
250,58800.0,59700.0,58300.0,59500.0,1.54,-2954194.0,964831.0
251,58400.0,58600.0,57400.0,58600.0,3.17,-2302970.0,3377084.0
252,56200.0,57400.0,55900.0,56800.0,1.79,73413.0,946924.0
253,55700.0,56400.0,55600.0,55800.0,0.54,51896.0,781304.0
254,54900.0,55600.0,54600.0,55500.0,0.0,-1199654.0,1408378.0
255,56000.0,56600.0,54900.0,55500.0,0.54,-2228329.0,988735.0
256,55500.0,56000.0,55000.0,55200.0,-1.08,-2354766.0,-2691795.0
257,56200.0,56600.0,55700.0,55800.0,-1.24,1863761.0,-2352903.0
258,55700.0,56900.0,55500.0,56500.0,1.99,596470.0,-108240.0
259,54700.0,55400.0,54400.0,55400.0,0.73,2955575.0,1036187.0
260,55600.0,55700.0,54800.0,55000.0,-0.9,1390595.0,18562.0
261,56100.0,56400.0,55100.0,55500.0,-0.89,1045950.0,329329.0
262,56100.0,56500.0,55600.0,56000.0,0.0,-140870.0,-85568.0
263,57000.0,57300.0,55500.0,56000.0,-0.53,-1060547.0,-272462.0
264,56700.0,57200.0,56000.0,56300.0,-0.71,-1665838.0,12860.0
265,55800.0,56700.0,55400.0,56700.0,3.66,-312676.0,3017767.0
266,54500.0,54900.0,54300.0,54700.0,0.0,2348450.0,1324285.0
267,54500.0,54800.0,53900.0,54700.0,2.63,2462464.0,4178040.0
268,53000.0,53300.0,52700.0,53300.0,2.7,1381791.0,2268763.0
269,51500.0,52200.0,51400.0,51900.0,0.78,777723.0,1039033.0
270,51000.0,51600.0,50700.0,51500.0,0.59,824233.0,909563.0
271,50900.0,51400.0,50700.0,51200.0,1.59,113143.0,-702173.0
272,50100.0,50900.0,49950.0,50400.0,1.82,1286390.0,1198208.0
273,50200.0,50400.0,49500.0,49500.0,0.1,-414244.0,1983684.0
274,49600.0,49850.0,49000.0,49450.0,-0.9,147190.0,1401979.0
275,49800.0,50300.0,49500.0,49900.0,-0.99,1706963.0,-783933.0
276,50900.0,51300.0,50400.0,50400.0,0.2,2406489.0,9378.0
277,51200.0,51400.0,50200.0,50300.0,-1.95,-293759.0,-1545857.0
278,51900.0,52100.0,51300.0,51300.0,-1.72,533122.0,-574099.0
279,51800.0,52300.0,51600.0,52200.0,0.77,809775.0,-49466.0
280,51900.0,52900.0,51800.0,51800.0,0.0,6971446.0,-6073789.0
281,52200.0,52600.0,51700.0,51800.0,0.39,2435789.0,-2043364.0
282,51000.0,51600.0,50900.0,51600.0,1.18,2037321.0,-318488.0
283,51600.0,52100.0,50600.0,51000.0,-1.92,2168946.0,-460813.0
284,53400.0,53400.0,52000.0,52000.0,-2.8,221794.0,-577103.0
285,53200.0,53500.0,52700.0,53500.0,0.0,-473677.0,-473439.0
286,53600.0,53800.0,53200.0,53500.0,-0.37,698517.0,-975282.0
287,52900.0,53700.0,52600.0,53700.0,1.7,4314078.0,429165.0
288,51900.0,52800.0,51900.0,52800.0,0.57,1515686.0,289307.0
289,52500.0,52500.0,52000.0,52500.0,-0.19,-1138340.0,-103919.0
290,51800.0,52600.0,51600.0,52600.0,1.94,307275.0,7982.0
291,52200.0,52200.0,51400.0,51600.0,-0.96,-148067.0,-174326.0
292,53200.0,53300.0,52000.0,52100.0,-1.51,298325.0,-862318.0
293,53400.0,53400.0,52400.0,52900.0,-0.75,218876.0,-561989.0
294,52900.0,53500.0,52700.0,53300.0,1.14,-2225167.0,1002882.0
295,52400.0,52700.0,52100.0,52700.0,0.76,-872188.0,1507700.0
296,51700.0,52300.0,51400.0,52300.0,2.15,1908996.0,775248.0
297,50600.0,51200.0,50400.0,51200.0,1.59,-961398.0,1676073.0
298,51000.0,51400.0,50300.0,50400.0,0.0,625812.0,1222433.0
299,50700.0,50800.0,50200.0,50400.0,-1.37,-1001770.0,51197.0
300,51400.0,51700.0,50800.0,51100.0,-0.39,733952.0,957481.0
301,50700.0,51500.0,50700.0,51300.0,0.79,853686.0,134775.0
302,50800.0,51200.0,50500.0,50900.0,0.39,799881.0,-271323.0
303,52500.0,52500.0,50500.0,50700.0,-0.98,903966.0,814703.0
304,51300.0,51500.0,50800.0,51200.0,0.0,-1144153.0,76469.0
305,50800.0,51500.0,50700.0,51200.0,1.79,2175308.0,838833.0
306,49900.0,50400.0,49800.0,50300.0,0.8,449500.0,-503192.0
307,50300.0,50900.0,49650.0,49900.0,-1.19,-1851593.0,-100201.0
308,50500.0,50600.0,50100.0,50500.0,-0.39,511280.0,23025.0
309,50700.0,50900.0,50400.0,50700.0,1.2,784343.0,999955.0
310,49900.0,50200.0,49900.0,50100.0,0.2,471561.0,-404372.0
311,50000.0,50300.0,49850.0,50000.0,1.73,1673566.0,-1038061.0
312,49000.0,49450.0,48800.0,49150.0,1.24,475476.0,1183544.0
313,48200.0,49200.0,48000.0,48550.0,-0.72,-552280.0,-400273.0
314,47900.0,49000.0,47600.0,48900.0,2.41,1861520.0,3216159.0
315,48350.0,48700.0,47650.0,47750.0,-0.52,464244.0,227735.0
316,47400.0,48650.0,47350.0,48000.0,0.84,568109.0,-311391.0
317,48350.0,48400.0,47600.0,47600.0,-2.56,-1845220.0,-88679.0
318,48900.0,49100.0,48650.0,48850.0,-0.41,1431272.0,-1317876.0
319,48050.0,49250.0,47900.0,49050.0,1.34,-121214.0,427414.0
320,48000.0,48700.0,48000.0,48400.0,-1.63,-1111879.0,615310.0
321,49000.0,49250.0,48900.0,49200.0,0.61,86986.0,313869.0
322,49200.0,49350.0,48800.0,48900.0,-1.21,1498119.0,-177041.0
323,49050.0,49650.0,48850.0,49500.0,0.41,2174363.0,369170.0
324,49250.0,49300.0,49000.0,49300.0,0.2,540202.0,-255443.0
325,49400.0,49600.0,49100.0,49200.0,0.1,1786314.0,872790.0
326,48050.0,49200.0,47850.0,49150.0,3.04,-1113536.0,749473.0
327,46900.0,47700.0,46800.0,47700.0,1.71,53904.0,688500.0
328,47000.0,47100.0,46800.0,46900.0,-0.42,-98968.0,1291449.0
329,47000.0,47100.0,46400.0,47100.0,-0.11,635647.0,1082184.0
330,47300.0,47400.0,46800.0,47150.0,0.32,1774160.0,3452772.0
331,47100.0,47200.0,46550.0,47000.0,0.21,433307.0,-563402.0
332,46450.0,47000.0,46300.0,46900.0,1.3,-191743.0,520792.0
333,46500.0,46500.0,45850.0,46300.0,1.31,-67148.0,248771.0
334,44800.0,46100.0,44450.0,45700.0,3.63,1764816.0,1820239.0
335,43250.0,44100.0,43150.0,44100.0,1.97,3876663.0,-1142414.0
336,43550.0,43650.0,43100.0,43250.0,-1.26,1186819.0,-405493.0
337,44850.0,44850.0,43650.0,43800.0,-0.45,792815.0,680733.0
338,43750.0,44300.0,43750.0,44000.0,1.38,2718144.0,-430749.0
339,44200.0,44200.0,43050.0,43400.0,-1.7,707796.0,71420.0
340,44100.0,44400.0,43750.0,44150.0,0.23,307343.0,-7747.0
341,43650.0,44200.0,43600.0,44050.0,1.03,2383483.0,-1187756.0
342,43050.0,43800.0,42950.0,43600.0,-0.8,709629.0,423220.0
343,43800.0,44200.0,43650.0,43950.0,-0.23,473491.0,-129093.0
344,44500.0,44700.0,43850.0,44050.0,-1.01,-525680.0,-954638.0
345,44350.0,44800.0,44150.0,44500.0,0.11,689126.0,-461648.0
346,43950.0,44600.0,43550.0,44450.0,1.95,-386132.0,-161675.0
347,44350.0,44350.0,43500.0,43600.0,-0.68,1336296.0,-1133461.0
348,43800.0,43900.0,43300.0,43900.0,0.46,539181.0,-1279136.0
349,43900.0,44250.0,43500.0,43700.0,1.63,-252601.0,-224795.0
350,43500.0,43500.0,42950.0,43000.0,-1.6,1470933.0,-1070199.0
351,44000.0,44000.0,43550.0,43700.0,1.27,-812647.0,-107281.0
352,43250.0,43350.0,43050.0,43150.0,1.17,-1057668.0,1411002.0
353,43250.0,43500.0,42650.0,42650.0,-1.27,-898852.0,-1383964.0
354,43600.0,43900.0,43100.0,43200.0,-0.69,592639.0,-343728.0
355,42500.0,43800.0,42500.0,43500.0,-1.02,6632830.0,-3617321.0
356,44350.0,44600.0,43600.0,43950.0,-2.22,4676255.0,-229994.0
357,44550.0,45500.0,44300.0,44950.0,-0.55,1896190.0,-296040.0
358,44900.0,45500.0,44850.0,45200.0,-0.33,653331.0,-593552.0
359,46200.0,46600.0,45000.0,45350.0,-2.58,835389.0,-445770.0
360,46300.0,46850.0,46300.0,46550.0,0.98,-980043.0,693168.0
361,46800.0,47050.0,46000.0,46100.0,-2.23,1613580.0,-318965.0
362,46650.0,47150.0,46550.0,47150.0,-0.11,-511171.0,-527163.0
363,47150.0,47200.0,46600.0,47200.0,1.72,-1384305.0,2024844.0
364,47100.0,47150.0,46250.0,46400.0,-1.9,-1058701.0,215291.0
365,47350.0,47550.0,47050.0,47300.0,0.21,684975.0,1490797.0
366,46800.0,47300.0,46600.0,47200.0,0.85,-1589294.0,4232574.0
367,46650.0,46950.0,46600.0,46800.0,1.52,1739424.0,1092684.0
368,46450.0,46450.0,45650.0,46100.0,0.11,-1143041.0,472130.0
369,46150.0,46350.0,45950.0,46050.0,-1.71,44951.0,-451647.0
370,46450.0,46850.0,46300.0,46850.0,0.86,-415971.0,372697.0
371,45950.0,46650.0,45750.0,46450.0,0.32,-158946.0,503.0
372,46350.0,46400.0,45800.0,46300.0,0.22,-389436.0,-43270.0
373,46350.0,46550.0,46150.0,46200.0,1.43,-1863773.0,1536035.0
374,45550.0,46150.0,45500.0,45550.0,1.0,-357567.0,361676.0
375,44850.0,45450.0,44700.0,45100.0,1.58,-410339.0,1018294.0
376,44750.0,44800.0,44350.0,44400.0,-2.74,-167698.0,-65043.0
377,45950.0,45950.0,45250.0,45650.0,-0.76,-228717.0,-281570.0
378,45250.0,46200.0,45250.0,46000.0,1.32,-536391.0,1189602.0
379,45750.0,46350.0,45200.0,45400.0,-1.84,180539.0,51461.0
380,46200.0,46900.0,45850.0,46250.0,-0.75,150976.0,378239.0
381,47350.0,47400.0,46250.0,46600.0,-0.85,-76250.0,566395.0
382,47000.0,47000.0,46700.0,47000.0,1.08,-1937091.0,1927103.0
383,46000.0,46600.0,45750.0,46500.0,1.75,266089.0,693427.0
384,45800.0,46000.0,45600.0,45700.0,0.22,438540.0,-488489.0
385,45200.0,45800.0,45200.0,45600.0,0.22,262689.0,194810.0
386,45200.0,45800.0,45200.0,45500.0,-0.44,1052742.0,-248617.0
387,45750.0,45800.0,45200.0,45700.0,0.44,-266729.0,-1326204.0
388,44850.0,45500.0,44850.0,45500.0,0.33,667690.0,-976832.0
389,45450.0,45450.0,45000.0,45350.0,2.25,457835.0,1425188.0
390,43750.0,44500.0,43650.0,44350.0,1.03,37652.0,-172632.0
391,43750.0,44050.0,43400.0,43900.0,-0.23,881893.0,-449511.0
392,43750.0,44150.0,43300.0,44000.0,0.57,-203691.0,1667699.0
393,44200.0,44400.0,43400.0,43750.0,-1.91,-473234.0,904454.0
394,44800.0,45050.0,44300.0,44600.0,-0.56,361666.0,1259901.0
395,44800.0,45000.0,44550.0,44850.0,0.11,419625.0,-106426.0
396,44300.0,44850.0,44050.0,44800.0,1.36,1122475.0,1638257.0
397,43600.0,44350.0,43450.0,44200.0,0.68,627336.0,600423.0
398,44050.0,44200.0,43700.0,43900.0,1.04,1610751.0,647820.0
399,43400.0,43700.0,43000.0,43450.0,-0.8,1720050.0,-255054.0
400,42950.0,43900.0,42500.0,43800.0,3.06,-1144420.0,3613950.0
401,42600.0,42800.0,42150.0,42500.0,-0.12,-619930.0,1391977.0
402,42200.0,42700.0,42150.0,42550.0,1.79,-786857.0,513001.0
403,41850.0,42100.0,41300.0,41800.0,-1.76,861355.0,-1362163.0
404,42550.0,42950.0,42150.0,42550.0,-0.23,3867735.0,-731361.0
405,42500.0,43000.0,42350.0,42650.0,-0.12,939502.0,954844.0
406,43800.0,43800.0,42400.0,42700.0,-2.62,2395517.0,-1622668.0
407,43900.0,44000.0,43250.0,43850.0,0.8,-1816229.0,2117274.0
408,43700.0,43800.0,42400.0,43500.0,0.81,-1499052.0,-877721.0
409,42600.0,43950.0,42350.0,43150.0,2.74,-1096752.0,781365.0
410,41650.0,42100.0,41550.0,42000.0,1.94,-231513.0,309401.0
411,41950.0,42050.0,40850.0,41200.0,-0.84,-795588.0,-925355.0
412,42350.0,42400.0,41350.0,41550.0,-2.35,26318.0,-1390563.0
413,42700.0,43050.0,42550.0,42550.0,-0.23,-611398.0,-106905.0
414,41300.0,43100.0,41300.0,42650.0,0.0,1578351.0,-1244645.0
415,42500.0,43200.0,42350.0,42650.0,-0.58,-1078227.0,-240663.0
416,42600.0,43450.0,42450.0,42900.0,1.06,201245.0,-1261991.0
417,43900.0,44250.0,42450.0,42450.0,-4.07,-3556441.0,-5612406.0
418,44300.0,44850.0,44200.0,44250.0,-1.34,-1335229.0,19034.0
419,45250.0,45300.0,44400.0,44850.0,-0.99,-2607527.0,853433.0
420,45900.0,46050.0,45300.0,45300.0,-1.31,-1733814.0,321655.0
421,45500.0,46150.0,45400.0,45900.0,0.11,211235.0,-285054.0
422,46000.0,46300.0,45350.0,45850.0,-0.65,-300524.0,-388324.0
423,45150.0,46150.0,45100.0,46150.0,2.9,677291.0,336228.0
424,44200.0,45000.0,43800.0,44850.0,0.45,-743255.0,497179.0
425,44250.0,45000.0,44100.0,44650.0,-0.22,354102.0,1920260.0
426,45400.0,45650.0,44150.0,44750.0,-1.0,-2371650.0,119857.0
427,45050.0,45500.0,45000.0,45200.0,-0.33,-530724.0,856438.0
428,45400.0,45900.0,45100.0,45350.0,0.11,-734431.0,-667213.0
429,45750.0,46000.0,45250.0,45300.0,-0.66,288155.0,-2037146.0
430,47200.0,47250.0,45500.0,45600.0,-3.08,196678.0,-3206026.0
431,47300.0,47600.0,47000.0,47050.0,-0.42,9754.0,103266.0
432,47400.0,47400.0,46800.0,47250.0,0.43,-1007523.0,835172.0
433,47150.0,47500.0,47000.0,47050.0,0.43,-555950.0,449090.0
434,46050.0,46900.0,46000.0,46850.0,1.3,-1161347.0,1290492.0
435,46700.0,46800.0,46150.0,46250.0,-0.96,-2254821.0,-22833.0
436,46400.0,46700.0,46050.0,46700.0,0.11,1104954.0,-1254074.0
437,46700.0,46950.0,46200.0,46650.0,0.0,-728589.0,498948.0
438,47250.0,47250.0,46150.0,46650.0,-0.43,-1100553.0,428890.0
439,46950.0,47550.0,46600.0,46850.0,-0.21,604594.0,178818.0
440,46150.0,47100.0,46150.0,46950.0,0.75,1237927.0,1201934.0
441,46750.0,46750.0,45800.0,46600.0,1.86,1261509.0,1051554.0
442,45550.0,46100.0,45350.0,45750.0,1.55,-1299833.0,2028420.0
443,45200.0,45450.0,44850.0,45050.0,0.9,383701.0,1000835.0
444,44500.0,44900.0,44200.0,44650.0,-0.45,325024.0,1234517.0
